iteration,model,hp,dim_method,do_scale,filter_low_temp,n_pca,other_cols,dataset_size,mae,rmse,r2,r2_std,score
423,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'max_features': 'log2'}",pca,False,True,20,[],203,20.233107109723594,22.646092926873475,-2.0655494006402955,3.0910194480713584,-5.156568848711654
855,SVM,"{'C': 10, 'kernel': 'poly', 'gamma': 'auto', 'epsilon': 0.5}",,True,True,N/A,"['relationExtrusionWeight', 'drugConcentration']",193,21.77111641421573,25.427207757928276,-2.665521681446982,2.5297552696509045,-5.1952769510978865
576,RF,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 10, 'max_features': 'log2'}",pca,True,True,20,[],203,20.368944999648203,22.841166243661522,-2.1074043773343245,3.125462513364992,-5.2328668906993165
501,SVM,"{'C': 0.1, 'kernel': 'rbf', 'gamma': 'scale', 'epsilon': 0.01}",pca,True,True,10,[],203,22.010593448915987,24.622092072996775,-2.1901313173061787,3.0656309020219132,-5.255762219328092
15,SVM,"{'C': 0.1, 'kernel': 'linear', 'gamma': 'auto', 'epsilon': 1.0}",pca,True,True,5,[],203,25.5039161445759,28.26680456296353,-2.708990526595952,2.546961659259582,-5.255952185855534
964,NN,"{'hidden_layer_sizes': (256, 256), 'activation': 'relu', 'alpha': 0.0001, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",freq,False,False,N/A,[],297,29.32514462781081,34.50092816548854,-2.461275292537947,2.877814818623494,-5.3390901111614415
705,RF,"{'n_estimators': 300, 'max_depth': None, 'min_samples_split': 10, 'max_features': 'log2'}",pca,False,True,20,[],203,20.53770607872066,22.971883910705856,-2.1546067856315747,3.186042544558097,-5.340649330189672
173,SVM,"{'C': 1, 'kernel': 'rbf', 'gamma': 'auto', 'epsilon': 0.1}",pca,True,True,20,[],203,19.58819500361086,23.369479123838854,-2.1154540805768196,3.270533215745082,-5.385987296321902
716,SVM,"{'C': 100, 'kernel': 'rbf', 'gamma': 'auto', 'epsilon': 0.1}",freq,True,False,N/A,[],297,26.175268672533477,32.00299135873058,-2.3757450134411493,3.018447547545909,-5.394192560987058
834,ET,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 10, 'max_features': 'sqrt'}",,False,False,N/A,"['printerBrandType', 'relationExtrusionWeight', 'drugConcentration']",262,24.85588579762545,29.054586305279525,-2.4059212049125596,3.1024866815655865,-5.508407886478146
609,SVM,"{'C': 10, 'kernel': 'poly', 'gamma': 'scale', 'epsilon': 0.01}",pca,True,True,15,[],203,21.460934500935256,24.183921734576803,-2.2723687219508095,3.240542105421008,-5.512910827371817
933,SVM,"{'C': 10, 'kernel': 'poly', 'gamma': 'scale', 'epsilon': 1.0}",freq,True,True,N/A,"['printerBrandType', 'drugConcentration']",168,19.246698709588483,20.382929284514802,-2.9124856721882235,2.6555809063396008,-5.568066578527825
291,ET,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 10, 'max_features': 'log2'}",,False,False,N/A,"['printerBrandType', 'relationExtrusionWeight']",262,26.519890606231126,29.8840801484758,-2.5034789452177226,3.0648249983451112,-5.568303943562833
701,NN,"{'hidden_layer_sizes': (128,), 'activation': 'relu', 'alpha': 0.001, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",,False,True,N/A,['relationExtrusionWeight'],193,23.390875830458736,26.05064702034893,-2.908243585450847,2.693271264474268,-5.601514849925115
986,RF,"{'n_estimators': 500, 'max_depth': None, 'min_samples_split': 5, 'max_features': 'sqrt'}",,False,False,N/A,"['printerBrandType', 'drugConcentration']",262,23.60724087966077,28.36214343824973,-2.377519049261604,3.2366788629939953,-5.6141979122556
337,ET,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'max_features': 'log2'}",freq,False,True,N/A,['drugConcentration'],203,21.58123817882188,24.687468938714535,-2.359576778634065,3.342689840467457,-5.702266619101522
793,SVM,"{'C': 100, 'kernel': 'poly', 'gamma': 'auto', 'epsilon': 0.1}",,True,False,N/A,"['printerBrandType', 'relationExtrusionWeight', 'drugConcentration']",262,25.89708393751121,33.71437104889659,-2.869168762969862,2.839964782101471,-5.709133545071333
347,ET,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'max_features': 'sqrt'}",freq,False,True,N/A,['drugConcentration'],203,22.477022447685556,25.74356844807232,-2.5352614961837405,3.1750325179710863,-5.710294014154827
625,SVM,"{'C': 10, 'kernel': 'poly', 'gamma': 'auto', 'epsilon': 1.0}",pca,True,True,15,[],203,23.62321506669397,26.07952900112548,-2.659098507596332,3.056753692538845,-5.715852200135177
350,RF,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 'log2'}",,True,False,N/A,"['printerBrandType', 'relationExtrusionWeight', 'drugConcentration']",262,25.197691941640585,28.68420534217728,-2.4820661376264392,3.3356748260187636,-5.817740963645203
656,NN,"{'hidden_layer_sizes': (128,), 'activation': 'relu', 'alpha': 0.0001, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",freq,False,False,N/A,[],297,34.30955812785701,42.06362529819265,-3.3425969693111384,2.481428982295679,-5.824025951606817
873,RF,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 5, 'max_features': 'log2'}",freq,False,True,N/A,[],203,22.020110176332125,24.629180104963336,-2.4367531593956953,3.424290781777778,-5.861043941173474
843,RF,"{'n_estimators': 100, 'max_depth': 5, 'min_samples_split': 2, 'max_features': 'log2'}",freq,False,True,N/A,[],203,21.981086417714025,24.590695355570464,-2.447087182131631,3.4574015263421867,-5.904488708473817
890,ET,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'max_features': 'log2'}",freq,False,False,N/A,[],297,24.955687048699843,31.66307042111303,-2.548232986293337,3.3729680322401943,-5.921201018533531
234,ET,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'max_features': 'sqrt'}",freq,False,False,N/A,[],297,24.955687048699843,31.66307042111303,-2.548232986293337,3.3729680322401943,-5.921201018533531
817,ET,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 2, 'max_features': 'sqrt'}",freq,False,False,N/A,[],297,24.95340626838163,31.646678983922573,-2.5466105736567797,3.3747958416948456,-5.921406415351625
482,SVM,"{'C': 10, 'kernel': 'linear', 'gamma': 'auto', 'epsilon': 0.1}",freq,False,True,N/A,[],203,21.154104654357628,24.56385255973443,-2.4284493232399638,3.55633033433781,-5.984779657577773
629,SVM,"{'C': 10, 'kernel': 'linear', 'gamma': 'auto', 'epsilon': 0.01}",pca,False,True,10,[],203,22.546056217196877,25.43698883753511,-2.46971566059971,3.5341995965880706,-6.0039152571877805
164,SVM,"{'C': 10, 'kernel': 'linear', 'gamma': 'scale', 'epsilon': 0.1}",pca,False,True,10,[],203,22.558789918763026,25.451438982177653,-2.477341487918881,3.5448687571346964,-6.022210245053577
966,ET,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 5, 'max_features': 'sqrt'}",pca,True,False,20,[],297,26.436501485749933,32.36259069549337,-2.549382013043713,3.529147858422765,-6.078529871466477
488,ET,"{'n_estimators': 500, 'max_depth': 20, 'min_samples_split': 2, 'max_features': 0.5}",freq,True,False,N/A,[],297,24.91943501278014,31.722846701493648,-2.6197636163062197,3.5019411940450658,-6.121704810351286
842,SVM,"{'C': 0.1, 'kernel': 'linear', 'gamma': 'auto', 'epsilon': 0.01}",freq,True,True,N/A,[],203,23.005684863034862,28.016436029364844,-3.175725276353674,2.968472990110318,-6.144198266463992
508,SVM,"{'C': 0.1, 'kernel': 'linear', 'gamma': 'scale', 'epsilon': 1.0}",,False,False,N/A,['relationExtrusionWeight'],287,36.18357558332599,41.4675166236781,-3.5620306499906977,2.586846338636187,-6.148876988626885
676,ET,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'max_features': 'sqrt'}",freq,True,False,N/A,"['printerBrandType', 'relationExtrusionWeight', 'drugConcentration']",262,23.556534750299488,28.57695700217272,-2.625160356530279,3.525990398779141,-6.15115075530942
833,ET,"{'n_estimators': 300, 'max_depth': None, 'min_samples_split': 5, 'max_features': 'sqrt'}",,True,False,N/A,"['printerBrandType', 'relationExtrusionWeight', 'drugConcentration']",262,24.87960733939804,29.29775745032187,-2.6635203943694865,3.500411590402156,-6.163931984771643
181,ET,"{'n_estimators': 500, 'max_depth': 5, 'min_samples_split': 10, 'max_features': 'sqrt'}",pca,True,True,5,[],203,25.477401727551506,28.891909314000284,-3.201771548253601,2.9659057937970332,-6.167677342050634
116,ET,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 'sqrt'}",freq,False,False,N/A,[],297,25.598385475442512,32.01749161226083,-2.656290284711722,3.5160958125993815,-6.1723860973111035
197,NN,"{'hidden_layer_sizes': (128, 128), 'activation': 'tanh', 'alpha': 0.0001, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",pca,False,True,20,[],203,22.354112395489093,24.21089418187744,-2.488965791697257,3.707062325873355,-6.196028117570612
16,ET,"{'n_estimators': 300, 'max_depth': None, 'min_samples_split': 2, 'max_features': 'sqrt'}",pca,False,False,20,[],297,26.3449719595482,31.823344023801152,-2.564982898596408,3.665143804855539,-6.230126703451948
962,NN,"{'hidden_layer_sizes': (256, 256), 'activation': 'relu', 'alpha': 0.01, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",freq,False,False,N/A,[],297,26.56453319397845,33.4517699925487,-2.7673408146721505,3.472586862264803,-6.239927676936953
638,NN,"{'hidden_layer_sizes': (256,), 'activation': 'tanh', 'alpha': 0.001, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",freq,False,False,N/A,[],297,26.874583686118203,32.64151204014292,-2.665625252602142,3.5793793589579943,-6.245004611560136
881,NN,"{'hidden_layer_sizes': (64, 64), 'activation': 'tanh', 'alpha': 0.001, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",pca,False,True,5,[],203,26.742018717484417,30.734513067709816,-3.541990324400048,2.7574687754534204,-6.299459099853468
126,RF,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 10, 'max_features': 0.5}",pca,True,True,20,[],203,20.44382836567303,23.121893466190087,-2.413896141062054,3.888069951912114,-6.301966092974167
870,ET,"{'n_estimators': 100, 'max_depth': 5, 'min_samples_split': 10, 'max_features': 0.5}",freq,False,True,N/A,[],203,22.04409678076158,24.6063913313027,-2.553835983936916,3.7692346814976316,-6.323070665434548
507,ET,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5, 'max_features': 'sqrt'}",pca,False,True,5,['drugConcentration'],203,26.05074282587049,30.19292410657009,-3.5126201033391404,2.8351816761727733,-6.347801779511913
882,ET,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'max_features': 'log2'}",freq,True,True,N/A,[],203,22.80597482656761,25.90288544696811,-2.805850940108338,3.543076206577427,-6.348927146685765
139,SVM,"{'C': 100, 'kernel': 'rbf', 'gamma': 'auto', 'epsilon': 0.01}",freq,False,True,N/A,[],203,20.82817752320263,24.582964195374885,-2.5597406337022712,3.7912401780484872,-6.350980811750759
552,ET,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 'sqrt'}",freq,True,True,N/A,[],203,23.274521124584947,26.49568280004422,-2.9170823616675308,3.441495324647236,-6.358577686314767
562,ET,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 'log2'}",freq,False,False,N/A,[],297,25.720892224761062,32.18890218483483,-2.742302569153416,3.630921029451696,-6.373223598605112
393,ET,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 'sqrt'}",freq,False,False,N/A,[],297,25.720892224761062,32.18890218483483,-2.742302569153416,3.630921029451696,-6.373223598605112
754,SVM,"{'C': 0.1, 'kernel': 'linear', 'gamma': 'scale', 'epsilon': 0.1}",pca,True,True,10,[],203,21.31360351097796,24.43622886426382,-2.5300077909124425,3.844911719669801,-6.374919510582243
119,ET,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 5, 'max_features': 'log2'}",freq,True,False,N/A,[],297,28.25805429480381,33.105934714553925,-2.7591179331273583,3.624990317973886,-6.384108251101244
813,SVM,"{'C': 100, 'kernel': 'rbf', 'gamma': 'auto', 'epsilon': 0.5}",freq,False,True,N/A,[],203,20.99542304950047,24.615371666450244,-2.576713157729198,3.8122027168767834,-6.388915874605981
329,NN,"{'hidden_layer_sizes': (128,), 'activation': 'relu', 'alpha': 0.01, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",freq,False,True,N/A,"['printerBrandType', 'relationExtrusionWeight']",168,18.74652302004709,20.367413475490817,-3.1749941320741617,3.231400734079909,-6.406394866154071
398,SVM,"{'C': 10, 'kernel': 'linear', 'gamma': 'scale', 'epsilon': 0.1}",pca,True,True,10,[],203,21.07519985710876,24.23691388611577,-2.5163300827031656,3.9013131175932556,-6.417643200296421
376,RF,"{'n_estimators': 100, 'max_depth': 5, 'min_samples_split': 5, 'max_features': 0.5}",pca,True,False,20,[],297,28.425527660766218,34.482654216826404,-2.825291926017309,3.6348074176301215,-6.46009934364743
988,NN,"{'hidden_layer_sizes': (256,), 'activation': 'tanh', 'alpha': 0.001, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",freq,True,False,N/A,[],297,28.106611331124608,33.329684029579575,-2.8106283350817054,3.650993743532254,-6.46162207861396
351,ET,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 10, 'max_features': 'sqrt'}",freq,True,True,N/A,[],203,22.07466951873376,24.99442368807261,-2.6638881198686293,3.7986704429028153,-6.462558562771445
207,NN,"{'hidden_layer_sizes': (64, 64), 'activation': 'tanh', 'alpha': 0.01, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",freq,True,False,N/A,[],297,28.55537895214864,33.33951289981347,-2.8131941975402115,3.6621021195952443,-6.475296317135456
162,NN,"{'hidden_layer_sizes': (64, 64), 'activation': 'tanh', 'alpha': 0.0001, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",freq,True,False,N/A,[],297,28.55877002083723,33.33952610786872,-2.81307710997577,3.662327338759842,-6.4754044487356115
344,SVM,"{'C': 10, 'kernel': 'linear', 'gamma': 'scale', 'epsilon': 0.1}",pca,True,True,15,[],203,19.536447956919613,21.639605566715634,-2.4165096465516034,4.084008298103269,-6.500517944654872
932,NN,"{'hidden_layer_sizes': (256, 256), 'activation': 'tanh', 'alpha': 0.001, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",freq,True,False,N/A,"['printerBrandType', 'drugConcentration']",262,22.255689260999617,26.61569978693771,-2.611125750875904,3.8959324047931894,-6.507058155669093
223,ET,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 0.5}",pca,True,False,20,[],297,26.742230761259936,31.791821799678246,-2.675235231314357,3.844112004015795,-6.519347235330152
957,NN,"{'hidden_layer_sizes': (64,), 'activation': 'tanh', 'alpha': 0.0001, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",pca,True,True,15,[],203,22.986224299180027,25.24021055687798,-2.954847305189391,3.5646300690415633,-6.519477374230954
619,ET,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'max_features': 'sqrt'}",pca,False,True,15,[],203,24.326846347935398,27.454525752049552,-3.3817480404310873,3.1658474375742554,-6.547595478005343
188,ET,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 10, 'max_features': 'sqrt'}",freq,True,True,N/A,[],203,22.04927599341077,25.03856478005993,-2.6938133754341966,3.8579339983317658,-6.551747373765963
175,SVM,"{'C': 100, 'kernel': 'poly', 'gamma': 'auto', 'epsilon': 1.0}",,True,True,N/A,"['printerBrandType', 'drugConcentration']",168,17.308445533878313,20.048668587222835,-3.1522644771418142,3.4212246056197655,-6.573489082761579
30,ET,"{'n_estimators': 500, 'max_depth': 30, 'min_samples_split': 10, 'max_features': 'log2'}",freq,True,True,N/A,[],203,22.173213134661662,25.19740907668191,-2.7259695985117953,3.859651210367229,-6.585620808879025
208,ET,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 5, 'max_features': 'sqrt'}",freq,True,True,N/A,[],203,22.96015125354423,26.04875121384086,-2.885527161279948,3.727426999433005,-6.6129541607129525
643,ET,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'max_features': 'sqrt'}",pca,False,False,20,"['printerBrandType', 'drugConcentration']",262,25.83625158927696,31.72271298789255,-3.0770390413165125,3.608870332521766,-6.685909373838278
959,ET,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'max_features': 'log2'}",freq,False,True,N/A,[],203,22.186021218098347,25.202181031212607,-2.7559030212936695,3.9390632957517333,-6.694966317045402
496,SVM,"{'C': 10, 'kernel': 'rbf', 'gamma': 'scale', 'epsilon': 1.0}",freq,False,True,N/A,"['printerBrandType', 'drugConcentration']",168,18.448484497879623,22.415990621330508,-3.652812547862503,3.05182353521589,-6.704636083078393
481,SVM,"{'C': 100, 'kernel': 'linear', 'gamma': 'scale', 'epsilon': 1.0}",pca,False,True,5,[],203,24.094936913108217,27.336825662291787,-2.8905493721780195,3.8158626634704462,-6.706412035648466
941,ET,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'max_features': 0.5}",freq,False,True,N/A,[],203,23.4353767510374,26.60139465922008,-3.0135814447676026,3.7041355638482965,-6.7177170086158995
249,ET,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 'sqrt'}",freq,False,True,N/A,[],203,23.830379729264333,27.088383734084744,-3.1160156089058155,3.604367957197064,-6.72038356610288
343,ET,"{'n_estimators': 500, 'max_depth': None, 'min_samples_split': 2, 'max_features': 0.5}",freq,False,True,N/A,[],203,23.272732267234673,26.537972973910637,-3.003313114369071,3.7204604295094637,-6.723773543878535
389,ET,"{'n_estimators': 500, 'max_depth': 30, 'min_samples_split': 5, 'max_features': 'log2'}",freq,True,True,N/A,[],203,23.192727633990327,26.322495714521168,-2.961490298360895,3.7719464041977773,-6.733436702558672
380,ET,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 5, 'max_features': 'sqrt'}",freq,False,True,N/A,[],203,23.186149626721903,26.300404714717832,-2.966910042409879,3.7891534122096187,-6.756063454619498
178,ET,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5, 'max_features': 'sqrt'}",freq,False,True,N/A,[],203,23.197720563195503,26.316951403454738,-2.970469625880788,3.7875646132505065,-6.758034239131295
441,ET,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'max_features': 0.5}",pca,False,False,20,[],297,26.85897776615253,32.39809052968365,-2.794662838527802,3.9695658830226725,-6.764228721550475
634,ET,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 10, 'max_features': 0.5}",freq,True,True,N/A,[],203,22.712320048114723,25.529293776789853,-2.8173241780683393,3.952745195781026,-6.770069373849365
610,ET,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'max_features': 'sqrt'}",freq,True,True,N/A,[],203,23.63793315808096,26.858840581940395,-3.075031086146218,3.696336450649967,-6.771367536796185
305,ET,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 10, 'max_features': 0.5}",freq,False,True,N/A,[],203,22.592242168236098,25.405742401001575,-2.804881156969239,3.99366216207602,-6.798543319045259
791,ET,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'max_features': 'log2'}",freq,True,True,N/A,[],203,23.6110805658183,26.92171902262507,-3.1061107571782265,3.7024619287025424,-6.808572685880769
68,ET,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 5, 'max_features': 0.5}",pca,False,True,15,[],203,24.185725557513432,27.548962872642687,-3.5148370252231858,3.3375372902035103,-6.852374315426696
25,SVM,"{'C': 1, 'kernel': 'linear', 'gamma': 'scale', 'epsilon': 1.0}",freq,True,True,N/A,[],203,25.748178079227177,29.465028180583683,-3.718710007217085,3.181051635386592,-6.899761642603677
172,NN,"{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.0001, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",pca,True,True,5,[],203,25.983417180679947,29.15168222385921,-3.357754435625124,3.5931109492809674,-6.950865384906091
738,RF,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'max_features': 0.5}",pca,True,False,10,"['printerBrandType', 'relationExtrusionWeight', 'drugConcentration']",262,28.038483234750927,36.0017255108662,-3.518597538715273,3.46515028005006,-6.983747818765333
104,ET,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'max_features': 0.5}",freq,True,True,N/A,[],203,23.6954525469345,27.047271008416388,-3.1666245433033264,3.8212410482489187,-6.987865591552245
160,SVM,"{'C': 100, 'kernel': 'rbf', 'gamma': 'auto', 'epsilon': 1.0}",pca,False,True,5,[],203,24.06288789716758,27.487207064811667,-2.992690658962777,3.998236135139317,-6.990926794102094
673,ET,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 'sqrt'}",pca,False,False,20,[],297,27.44001466491881,32.607233166955346,-2.936147322424896,4.160091758051319,-7.096239080476215
504,SVM,"{'C': 100, 'kernel': 'rbf', 'gamma': 'scale', 'epsilon': 1.0}",pca,True,False,15,[],297,29.4186893099763,34.131483436558334,-3.0459031954863747,4.072801379778214,-7.118704575264589
991,ET,"{'n_estimators': 500, 'max_depth': 5, 'min_samples_split': 10, 'max_features': 'sqrt'}",,False,False,N/A,"['printerBrandType', 'relationExtrusionWeight']",262,27.999317824814216,31.06230282536851,-3.149255778785303,3.9895835085333147,-7.138839287318618
644,ET,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 2, 'max_features': 'sqrt'}",freq,True,False,N/A,[],297,28.865316151060956,33.71879232556751,-3.077062291144579,4.077809090957987,-7.1548713821025665
477,NN,"{'hidden_layer_sizes': (128,), 'activation': 'tanh', 'alpha': 0.0001, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",freq,True,True,N/A,[],203,20.601478682801375,25.569711455870372,-2.968141731438804,4.2286705116202965,-7.1968122430591
103,RF,"{'n_estimators': 100, 'max_depth': 5, 'min_samples_split': 2, 'max_features': 'log2'}",pca,True,True,15,[],203,25.431059786124397,29.224869274188165,-3.9065677919017485,3.2988360011978366,-7.205403793099585
926,SVM,"{'C': 0.1, 'kernel': 'rbf', 'gamma': 'auto', 'epsilon': 0.1}",,True,True,N/A,"['printerBrandType', 'drugConcentration']",168,19.705059626369664,21.839085090090578,-3.7340051400239394,3.5043101567479664,-7.238315296771906
384,SVM,"{'C': 1, 'kernel': 'rbf', 'gamma': 'scale', 'epsilon': 0.1}",pca,True,True,15,[],203,21.34995024266833,24.251043198578476,-2.821185213783703,4.425802745152893,-7.246987958936597
942,SVM,"{'C': 10, 'kernel': 'rbf', 'gamma': 'auto', 'epsilon': 1.0}",,False,False,N/A,"['printerBrandType', 'relationExtrusionWeight', 'drugConcentration']",262,26.541580203814117,31.573937929872955,-3.3317121228638054,3.953922414675499,-7.285634537539305
151,RF,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5, 'max_features': 'log2'}",pca,True,False,20,[],297,28.40758834578952,34.559425676118245,-3.1310179367485875,4.168109657520807,-7.299127594269395
782,RF,"{'n_estimators': 200, 'max_depth': 5, 'min_samples_split': 5, 'max_features': 'sqrt'}",pca,True,True,15,[],203,25.5344457470466,29.408289509205062,-3.9691351384337885,3.347971278235593,-7.3171064166693816
550,RF,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 2, 'max_features': 0.5}",freq,False,True,N/A,[],203,23.368072194365663,26.2526519158023,-3.077180447998552,4.261339378113536,-7.338519826112087
298,NN,"{'hidden_layer_sizes': (128,), 'activation': 'tanh', 'alpha': 0.01, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",pca,True,True,10,[],203,24.85988164507354,27.817487336886625,-3.3602673384801416,3.991627914291588,-7.35189525277173
230,RF,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 2, 'max_features': 'sqrt'}",pca,True,False,20,[],297,29.09685388444844,35.06660923088956,-3.1788873836596494,4.2005263104230615,-7.379413694082711
110,NN,"{'hidden_layer_sizes': (128, 128), 'activation': 'relu', 'alpha': 0.01, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",pca,False,False,15,['relationExtrusionWeight'],287,31.55806577511339,34.52877711790006,-3.2282065044934387,4.159401001447261,-7.3876075059407
861,RF,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'max_features': 0.5}",pca,False,False,10,"['printerBrandType', 'relationExtrusionWeight', 'drugConcentration']",262,28.33223906858341,36.28519880833089,-3.7028525088840993,3.742307413551598,-7.445159922435698
595,RF,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'max_features': 'sqrt'}",freq,False,True,N/A,[],203,23.273076673442517,26.24145107276944,-3.118765336147032,4.338484282682482,-7.457249618829515
898,SVM,"{'C': 0.1, 'kernel': 'linear', 'gamma': 'scale', 'epsilon': 0.01}",pca,True,True,20,[],203,21.22136613442449,26.35450452542727,-3.3924100925903695,4.070346788904292,-7.462756881494661
869,RF,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_split': 5, 'max_features': 'log2'}",freq,False,True,N/A,[],203,23.149522723982017,26.128297607089564,-3.0992895577518644,4.363734542776719,-7.463024100528584
42,ET,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 5, 'max_features': 'sqrt'}",pca,True,False,20,[],297,27.78664135146255,33.203602545785294,-3.1253012545735595,4.365285607133492,-7.490586861707051
141,NN,"{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.0001, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",pca,False,True,10,[],203,25.315405446265327,28.608271180241047,-3.5270904270215286,3.981533575944749,-7.508624002966277
309,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'max_features': 'log2'}",freq,True,True,N/A,[],203,22.91346252263826,25.89032975050657,-3.0667833329920673,4.44428940024542,-7.511072733237487
767,RF,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'max_features': 'sqrt'}",freq,True,True,N/A,[],203,23.606278971791042,26.637899574803345,-3.2041172754188723,4.3485554163975735,-7.552672691816445
3,NN,"{'hidden_layer_sizes': (256,), 'activation': 'relu', 'alpha': 0.01, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",pca,False,True,20,[],203,24.13235763510887,26.78490156897978,-3.4375032239878354,4.118923386176027,-7.556426610163863
316,ET,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 5, 'max_features': 0.5}",pca,False,True,15,[],203,24.889952247320767,29.05251639530913,-4.078298163990506,3.5232345898670103,-7.601532753857516
273,RF,"{'n_estimators': 500, 'max_depth': None, 'min_samples_split': 2, 'max_features': 'log2'}",freq,True,True,N/A,[],203,23.550765968000405,26.612441903748124,-3.210615223556964,4.394716529039378,-7.605331752596342
454,RF,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'max_features': 0.5}",freq,False,True,N/A,[],203,23.619677869206118,26.607141959875168,-3.204824081226962,4.402434213561957,-7.6072582947889185
432,RF,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 2, 'max_features': 0.5}",freq,True,True,N/A,[],203,23.68829366780047,26.700624624730025,-3.218223248892317,4.399837643233696,-7.618060892126014
